user_id,name,age,gender,location,income,employment_status,education_level,disability_status,user_preferences
U43,User43,36,Male,West Bengal,494980.5,Unemployed,Primary,TRUE,Study
U44,User44,42,Male,West Bengal,403739.95,Employed,Postgraduate,TRUE,Study
U45,User45,29,Male,Maharashtra,81465.93,Unemployed,Primary,TRUE,Study
U46,User46,27,Female,Maharashtra,364489.77,Employed,Postgraduate,TRUE,Employment
U47,User47,30,Male,Tamil Nadu,410840.6,Unemployed,Graduate,TRUE,Study
U48,User48,51,Male,Uttar Pradesh,181238.23,Unemployed,Primary,TRUE,Study
U49,User49,46,LGBTQ+,Tamil Nadu,184339.19,Unemployed,Primary,TRUE,Study
U50,User50,45,Male,Rajasthan,395997.14,Unemployed,Postgraduate,FALSE,Employment
U51,User51,38,Female,Uttar Pradesh,193365.25,Unemployed,Primary,FALSE,Health
U52,User52,43,Male,Maharashtra,119724.03,Employed,Primary,FALSE,Study
U53,User53,29,Female,Maharashtra,477414.57,Unemployed,Secondary,FALSE,Employment
U54,User54,52,LGBTQ+,Uttar Pradesh,458383.35,Employed,Graduate,TRUE,Study
U55,User55,50,LGBTQ+,Uttar Pradesh,300878.7,Employed,Postgraduate,FALSE,Employment
U56,User56,40,Male,West Bengal,217479.84,Employed,Postgraduate,TRUE,Employment
U57,User57,36,Male,Uttar Pradesh,197473.92,Unemployed,Secondary,TRUE,Health
U58,User58,24,Male,Uttar Pradesh,333896.6,Unemployed,Postgraduate,FALSE,Study
U59,User59,54,Female,Maharashtra,329912.47,Employed,Secondary,FALSE,Health
U60,User60,32,LGBTQ+,Rajasthan,51492.16,Employed,Primary,FALSE,Study
U61,User61,28,LGBTQ+,Uttar Pradesh,424242.63,Unemployed,Secondary,FALSE,Study
U62,User62,52,Female,Rajasthan,485511.99,Employed,Postgraduate,TRUE,Health
U63,User63,32,Male,Tamil Nadu,66139.81,Employed,Graduate,FALSE,Employment
U64,User64,38,Male,Tamil Nadu,368255.01,Unemployed,Postgraduate,TRUE,Health
U65,User65,58,Male,Uttar Pradesh,190434.91,Unemployed,Graduate,FALSE,Study
U66,User66,60,LGBTQ+,Rajasthan,65974.82,Employed,Secondary,FALSE,Employment
U67,User67,55,Male,West Bengal,37878.82,Employed,Secondary,FALSE,Health
U68,User68,36,Male,Uttar Pradesh,268542.71,Employed,Postgraduate,TRUE,Employment
U69,User69,18,LGBTQ+,Tamil Nadu,292759.19,Employed,Graduate,FALSE,Study
U70,User70,43,Male,Tamil Nadu,279672.06,Unemployed,Graduate,FALSE,Study
U71,User71,39,Male,Rajasthan,499246.89,Employed,Graduate,TRUE,Study
U72,User72,33,Female,West Bengal,427348.73,Employed,Graduate,TRUE,Study
U73,User73,42,Male,West Bengal,165505.26,Employed,Secondary,FALSE,Study
U74,User74,59,Male,Maharashtra,182542.02,Employed,Graduate,TRUE,Health
U75,User75,19,Male,Rajasthan,259481.96,Unemployed,Secondary,FALSE,Health
U76,User76,41,LGBTQ+,Rajasthan,23026.24,Employed,Secondary,FALSE,Employment
U77,User77,34,Male,Rajasthan,141276.13,Unemployed,Postgraduate,FALSE,Health
U78,User78,42,Female,Maharashtra,480142,Employed,Secondary,FALSE,Study
U79,User79,53,Male,West Bengal,433975.01,Unemployed,Secondary,FALSE,Study
U80,User80,58,Male,Rajasthan,295723.26,Unemployed,Secondary,TRUE,Study
U81,User81,18,LGBTQ+,Maharashtra,213109.12,Unemployed,Graduate,FALSE,Employment
U82,User82,55,Female,Tamil Nadu,36524.21,Employed,Primary,FALSE,Employment
U83,User83,38,LGBTQ+,Rajasthan,442533.7,Employed,Secondary,TRUE,Employment
U84,User84,37,LGBTQ+,Tamil Nadu,249562.8,Employed,Postgraduate,TRUE,Employment
U85,User85,60,Female,Rajasthan,55289.22,Unemployed,Graduate,FALSE,Employment
U86,User86,58,Female,West Bengal,320227.46,Employed,Secondary,FALSE,Study
U87,User87,51,LGBTQ+,Maharashtra,55905.9,Unemployed,Postgraduate,TRUE,Health
U88,User88,31,LGBTQ+,West Bengal,369476.04,Employed,Secondary,FALSE,Study
U89,User89,40,Male,Tamil Nadu,333405.16,Employed,Primary,TRUE,Study
U90,User90,22,Female,Uttar Pradesh,310228.71,Employed,Graduate,TRUE,Employment
U91,User91,18,Female,Maharashtra,487492.11,Employed,Secondary,TRUE,Health
U92,User92,41,Male,Uttar Pradesh,354144.44,Employed,Secondary,TRUE,Health
U93,User93,27,Male,Maharashtra,147379.96,Employed,Secondary,FALSE,Employment
U94,User94,23,LGBTQ+,Maharashtra,143469.63,Unemployed,Primary,FALSE,Employment
U95,User95,27,LGBTQ+,Maharashtra,247521.57,Employed,Secondary,TRUE,Study
U96,User96,30,LGBTQ+,Maharashtra,414241.91,Unemployed,Postgraduate,TRUE,Study
U97,User97,52,Female,Maharashtra,352257.58,Unemployed,Postgraduate,FALSE,Employment
U98,User98,18,Male,Uttar Pradesh,25976.57,Unemployed,Graduate,FALSE,Health
U99,User99,38,LGBTQ+,Rajasthan,270033.71,Unemployed,Secondary,FALSE,Study
U100,User100,26,LGBTQ+,West Bengal,92152.55,Unemployed,Postgraduate,TRUE,Employment
U101,User101,25,Female,Tamil Nadu,357878.72,Employed,Secondary,TRUE,Study
U102,User102,28,Male,Maharashtra,485233.91,Unemployed,Graduate,TRUE,Study
U103,User103,49,LGBTQ+,Rajasthan,353191.67,Employed,Postgraduate,FALSE,Health
U104,User104,27,LGBTQ+,West Bengal,54103.04,Employed,Secondary,FALSE,Employment
U105,User105,50,LGBTQ+,Rajasthan,472748.41,Unemployed,Primary,FALSE,Health
U106,User106,53,LGBTQ+,Maharashtra,246078.01,Employed,Graduate,TRUE,Employment
U107,User107,47,Male,Rajasthan,451185.37,Unemployed,Secondary,FALSE,Health
U108,User108,39,LGBTQ+,Maharashtra,423876.63,Employed,Secondary,FALSE,Health
U109,User109,21,Male,Tamil Nadu,139533.51,Employed,Postgraduate,FALSE,Health
U110,User110,37,Male,Tamil Nadu,60733.96,Unemployed,Primary,TRUE,Study
U111,User111,54,Female,Uttar Pradesh,497193.94,Employed,Postgraduate,TRUE,Employment
U112,User112,37,Male,Maharashtra,38796.57,Employed,Primary,TRUE,Study
U113,User113,28,Male,Maharashtra,69378.61,Employed,Secondary,FALSE,Health
U114,User114,50,LGBTQ+,Uttar Pradesh,227861.76,Employed,Primary,FALSE,Health
U115,User115,56,LGBTQ+,Tamil Nadu,347493.18,Unemployed,Postgraduate,TRUE,Study
U116,User116,37,Male,Tamil Nadu,103343.68,Employed,Secondary,TRUE,Employment
U117,User117,32,Male,West Bengal,468426.44,Employed,Primary,TRUE,Health
U118,User118,36,LGBTQ+,Uttar Pradesh,346953.01,Unemployed,Postgraduate,TRUE,Employment
U119,User119,48,Female,Maharashtra,55853.96,Employed,Graduate,TRUE,Employment
U120,User120,45,LGBTQ+,Tamil Nadu,285798.36,Employed,Primary,TRUE,Health
U121,User121,34,Female,Rajasthan,494868.01,Unemployed,Graduate,FALSE,Employment
U122,User122,38,LGBTQ+,West Bengal,322586.84,Unemployed,Primary,FALSE,Health
U123,User123,33,Male,Uttar Pradesh,259246.14,Unemployed,Primary,FALSE,Study
U124,User124,26,Female,Uttar Pradesh,376341.71,Unemployed,Primary,FALSE,Employment
U125,User125,31,Female,West Bengal,438756.88,Employed,Postgraduate,TRUE,Health
U126,User126,60,Female,West Bengal,241353.56,Unemployed,Secondary,TRUE,Health
U127,User127,32,Female,Tamil Nadu,237902.28,Unemployed,Graduate,FALSE,Employment
U128,User128,20,Female,West Bengal,150171.42,Employed,Primary,TRUE,Study
U129,User129,34,Female,West Bengal,405349.13,Unemployed,Primary,TRUE,Employment
U130,User130,53,Male,Rajasthan,149749.48,Employed,Secondary,TRUE,Health
U131,User131,28,Female,Rajasthan,184988.16,Employed,Graduate,FALSE,Health
U132,User132,53,Female,West Bengal,479364.71,Employed,Graduate,TRUE,Health
U133,User133,20,Male,Rajasthan,317619.59,Unemployed,Secondary,TRUE,Health
U134,User134,33,Female,West Bengal,96922.39,Unemployed,Postgraduate,FALSE,Study
U135,User135,34,Male,West Bengal,312318.6,Unemployed,Primary,FALSE,Health
U136,User136,57,Female,Tamil Nadu,141484.22,Unemployed,Secondary,FALSE,Employment
U137,User137,29,Female,Tamil Nadu,205291.88,Employed,Graduate,TRUE,Study
U138,User138,43,Male,Tamil Nadu,96768.26,Employed,Postgraduate,FALSE,Health
U139,User139,30,Female,Uttar Pradesh,339667.45,Unemployed,Secondary,TRUE,Study
U140,User140,31,Male,Tamil Nadu,198166.77,Unemployed,Secondary,FALSE,Health
U141,User141,44,Male,Tamil Nadu,117185.93,Unemployed,Graduate,TRUE,Study
U142,User142,51,Female,Tamil Nadu,237996.01,Unemployed,Graduate,TRUE,Employment
U143,User143,56,Female,Tamil Nadu,110989.65,Employed,Primary,TRUE,Employment
U144,User144,29,Female,Rajasthan,361098.14,Employed,Postgraduate,FALSE,Study
U145,User145,59,LGBTQ+,Uttar Pradesh,482985.1,Unemployed,Secondary,FALSE,Employment
U146,User146,54,Male,West Bengal,165450.49,Employed,Graduate,FALSE,Study
U147,User147,27,LGBTQ+,Maharashtra,446187.97,Unemployed,Postgraduate,FALSE,Health
U148,User148,28,LGBTQ+,West Bengal,372012.64,Employed,Postgraduate,TRUE,Study
U149,User149,32,LGBTQ+,Rajasthan,205702.63,Employed,Primary,TRUE,Study
U150,User150,44,Male,Maharashtra,210745.47,Unemployed,Secondary,TRUE,Employment
U151,User151,39,Male,Uttar Pradesh,214318.18,Unemployed,Postgraduate,TRUE,Employment
U152,User152,30,Female,Rajasthan,476429.84,Employed,Postgraduate,TRUE,Study
U153,User153,35,LGBTQ+,Maharashtra,235203.77,Employed,Postgraduate,TRUE,Study
U154,User154,52,LGBTQ+,Rajasthan,53026.51,Unemployed,Graduate,FALSE,Study
U155,User155,44,LGBTQ+,West Bengal,457109.31,Unemployed,Secondary,FALSE,Health
U156,User156,49,Male,Uttar Pradesh,480427.33,Employed,Primary,FALSE,Employment
U157,User157,42,Female,Maharashtra,309693.25,Employed,Primary,TRUE,Employment
U158,User158,39,Male,West Bengal,97846.3,Unemployed,Graduate,FALSE,Study
U159,User159,27,Male,Uttar Pradesh,139654.55,Employed,Postgraduate,TRUE,Employment
U160,User160,38,LGBTQ+,Tamil Nadu,317547.51,Employed,Primary,FALSE,Employment
U161,User161,60,Male,Tamil Nadu,236925.08,Employed,Graduate,FALSE,Study
U162,User162,58,Female,Maharashtra,262766.57,Employed,Secondary,TRUE,Health
U163,User163,58,Male,Rajasthan,298871.03,Employed,Postgraduate,FALSE,Health
U164,User164,31,LGBTQ+,Maharashtra,405530.44,Employed,Postgraduate,FALSE,Employment
U165,User165,39,LGBTQ+,Maharashtra,137822.96,Unemployed,Graduate,TRUE,Employment
U166,User166,27,LGBTQ+,Rajasthan,234394.65,Unemployed,Secondary,FALSE,Employment
U167,User167,50,LGBTQ+,Uttar Pradesh,432617.11,Employed,Primary,TRUE,Health
U168,User168,48,Male,West Bengal,477654.6,Employed,Graduate,FALSE,Employment
U169,User169,35,LGBTQ+,Rajasthan,209950.46,Unemployed,Graduate,TRUE,Study
U170,User170,41,LGBTQ+,West Bengal,344233.59,Unemployed,Graduate,FALSE,Health
U171,User171,33,Female,Tamil Nadu,170406.17,Unemployed,Postgraduate,TRUE,Health
U172,User172,45,LGBTQ+,Rajasthan,96863.67,Unemployed,Graduate,TRUE,Employment
U173,User173,41,Male,Uttar Pradesh,136798.26,Unemployed,Primary,FALSE,Employment
U174,User174,26,Male,West Bengal,294646.16,Unemployed,Primary,TRUE,Health
U175,User175,46,Female,Uttar Pradesh,275148.15,Unemployed,Graduate,FALSE,Health
U176,User176,55,Male,Rajasthan,461577.01,Unemployed,Graduate,FALSE,Health
U177,User177,40,Female,Maharashtra,307640.85,Unemployed,Postgraduate,FALSE,Employment
U178,User178,31,Male,Uttar Pradesh,267486.7,Employed,Primary,TRUE,Health
U179,User179,37,Female,West Bengal,130060.51,Unemployed,Graduate,FALSE,Study
U180,User180,37,Female,West Bengal,118067.65,Employed,Secondary,FALSE,Study
U181,User181,28,LGBTQ+,Maharashtra,118936.69,Employed,Postgraduate,TRUE,Study
U182,User182,48,Male,West Bengal,432525.98,Unemployed,Secondary,TRUE,Health
U183,User183,35,LGBTQ+,Rajasthan,208538.56,Unemployed,Primary,FALSE,Health
U184,User184,35,Male,Maharashtra,103973.53,Unemployed,Graduate,FALSE,Health
U185,User185,46,LGBTQ+,West Bengal,199972.89,Unemployed,Postgraduate,FALSE,Employment
U186,User186,46,Female,West Bengal,471444.79,Employed,Postgraduate,FALSE,Health
U187,User187,45,Female,West Bengal,260826.41,Unemployed,Graduate,FALSE,Health
U188,User188,36,LGBTQ+,Uttar Pradesh,143460.78,Unemployed,Secondary,FALSE,Employment
U189,User189,53,Female,West Bengal,64070.49,Unemployed,Secondary,FALSE,Study
U190,User190,45,LGBTQ+,Tamil Nadu,358394.06,Unemployed,Postgraduate,TRUE,Health
U191,User191,25,Male,Uttar Pradesh,336918.12,Unemployed,Primary,TRUE,Health
U192,User192,19,Female,Rajasthan,146216.29,Unemployed,Secondary,FALSE,Health
U193,User193,45,LGBTQ+,Tamil Nadu,333085.11,Employed,Postgraduate,TRUE,Study
U194,User194,34,LGBTQ+,Tamil Nadu,408811.9,Unemployed,Secondary,TRUE,Study
U195,User195,43,LGBTQ+,Rajasthan,184942.35,Unemployed,Primary,FALSE,Employment
U196,User196,19,Male,West Bengal,195769.91,Employed,Postgraduate,TRUE,Study
U197,User197,42,LGBTQ+,Tamil Nadu,106786.36,Employed,Postgraduate,TRUE,Employment
U198,User198,21,Male,Maharashtra,406910.45,Unemployed,Primary,TRUE,Employment
U199,User199,59,Female,Tamil Nadu,489895.82,Unemployed,Secondary,FALSE,Health
U200,User200,45,LGBTQ+,Uttar Pradesh,389152.02,Employed,Secondary,FALSE,Study
U201,User201,19,Female,Uttar Pradesh,31499.56,Employed,Secondary,FALSE,Health
U202,User202,30,Male,West Bengal,113446.8,Employed,Graduate,TRUE,Study
U203,User203,48,LGBTQ+,Maharashtra,490922.16,Employed,Graduate,FALSE,Employment
U204,User204,40,Male,Maharashtra,336549,Employed,Postgraduate,FALSE,Study
U205,User205,58,Female,West Bengal,184183.08,Unemployed,Postgraduate,TRUE,Health
U206,User206,36,Female,Uttar Pradesh,68155.53,Employed,Postgraduate,TRUE,Study
U207,User207,25,LGBTQ+,Maharashtra,182952.56,Unemployed,Graduate,TRUE,Study
U208,User208,32,LGBTQ+,Rajasthan,182853.92,Unemployed,Graduate,FALSE,Study
U209,User209,47,Female,West Bengal,292632.95,Unemployed,Secondary,TRUE,Employment
U210,User210,53,Female,Tamil Nadu,86174.03,Employed,Graduate,TRUE,Health
U211,User211,47,LGBTQ+,Uttar Pradesh,162571.33,Employed,Graduate,FALSE,Study
U212,User212,58,LGBTQ+,West Bengal,338349.51,Unemployed,Postgraduate,FALSE,Study
U213,User213,46,Female,West Bengal,147766.16,Unemployed,Postgraduate,TRUE,Health
U214,User214,54,LGBTQ+,Uttar Pradesh,414202.98,Unemployed,Postgraduate,FALSE,Employment
U215,User215,39,Male,Maharashtra,499796.71,Employed,Postgraduate,TRUE,Employment
U216,User216,28,Male,Maharashtra,405964.4,Unemployed,Graduate,TRUE,Health
U217,User217,44,LGBTQ+,Uttar Pradesh,33078.78,Employed,Graduate,TRUE,Health
U218,User218,35,Male,West Bengal,233182.91,Unemployed,Postgraduate,TRUE,Employment
U219,User219,57,Male,West Bengal,76681.73,Employed,Graduate,FALSE,Study
U220,User220,35,Female,Tamil Nadu,234705.26,Unemployed,Secondary,FALSE,Study
U221,User221,39,Female,West Bengal,451865.41,Unemployed,Primary,TRUE,Health
U222,User222,39,Female,Rajasthan,178222.21,Unemployed,Postgraduate,FALSE,Employment
U223,User223,28,LGBTQ+,Maharashtra,391141.35,Unemployed,Graduate,TRUE,Health
U224,User224,35,Male,Rajasthan,410433.27,Unemployed,Postgraduate,FALSE,Health
U225,User225,52,Male,Tamil Nadu,127574.51,Employed,Postgraduate,TRUE,Health
U226,User226,22,Female,West Bengal,480449.57,Employed,Primary,FALSE,Health
U227,User227,38,LGBTQ+,Tamil Nadu,299756.84,Unemployed,Secondary,FALSE,Study
U228,User228,48,Female,West Bengal,314616.06,Unemployed,Primary,TRUE,Study
U229,User229,51,Female,Rajasthan,87705.95,Unemployed,Graduate,TRUE,Employment
U230,User230,19,Male,West Bengal,121966.53,Unemployed,Primary,TRUE,Study
U231,User231,31,LGBTQ+,West Bengal,293826.42,Employed,Postgraduate,TRUE,Employment
U232,User232,20,LGBTQ+,Uttar Pradesh,41604.36,Unemployed,Postgraduate,TRUE,Employment
U233,User233,32,Male,Rajasthan,352578.3,Employed,Graduate,FALSE,Employment
U234,User234,39,Female,Uttar Pradesh,149174.59,Unemployed,Secondary,TRUE,Health
U235,User235,45,LGBTQ+,Rajasthan,112027.33,Employed,Postgraduate,FALSE,Study
U236,User236,57,Female,Tamil Nadu,68638.58,Unemployed,Primary,FALSE,Health
U237,User237,44,LGBTQ+,Rajasthan,412360.01,Unemployed,Secondary,FALSE,Employment
U238,User238,49,Female,Rajasthan,67208.37,Employed,Secondary,FALSE,Health
U239,User239,28,Female,Tamil Nadu,497713.43,Unemployed,Graduate,TRUE,Study
U240,User240,25,Female,Tamil Nadu,28067.49,Unemployed,Secondary,TRUE,Employment
U241,User241,48,Male,Rajasthan,98090.02,Unemployed,Secondary,FALSE,Health
U242,User242,50,Male,Rajasthan,424849.44,Employed,Secondary,TRUE,Employment
U243,User243,46,LGBTQ+,Tamil Nadu,451497.89,Employed,Primary,FALSE,Study
U244,User244,42,Male,Rajasthan,397429.22,Employed,Postgraduate,FALSE,Employment
U245,User245,50,Female,Uttar Pradesh,454901.98,Unemployed,Graduate,FALSE,Study
U246,User246,60,LGBTQ+,Uttar Pradesh,110146.74,Employed,Postgraduate,TRUE,Employment
U247,User247,53,Male,West Bengal,415663.22,Unemployed,Graduate,TRUE,Study
U248,User248,59,Female,Maharashtra,209594.1,Employed,Primary,TRUE,Health
U249,User249,42,LGBTQ+,Tamil Nadu,44580.57,Unemployed,Primary,FALSE,Employment
U250,User250,26,Male,Uttar Pradesh,339231.81,Unemployed,Postgraduate,FALSE,Employment
U251,User251,58,Female,Maharashtra,385224.07,Unemployed,Postgraduate,TRUE,Health
U252,User252,58,LGBTQ+,Rajasthan,188431.88,Unemployed,Secondary,TRUE,Employment
U253,User253,48,Female,Tamil Nadu,33028.92,Employed,Postgraduate,TRUE,Employment
U254,User254,51,Female,West Bengal,135425.01,Unemployed,Primary,FALSE,Employment
U255,User255,41,Female,Maharashtra,69921.68,Unemployed,Primary,FALSE,Employment
U256,User256,40,Male,West Bengal,72039.83,Employed,Graduate,TRUE,Study
U257,User257,56,Female,Tamil Nadu,98339.55,Unemployed,Postgraduate,FALSE,Employment
U258,User258,27,Male,West Bengal,156267.82,Employed,Secondary,TRUE,Employment
U259,User259,50,Male,Maharashtra,216018.62,Unemployed,Graduate,TRUE,Employment
U260,User260,52,LGBTQ+,Uttar Pradesh,182394.08,Employed,Graduate,FALSE,Employment
U261,User261,57,Female,Uttar Pradesh,300393.54,Employed,Primary,FALSE,Study
U262,User262,35,Female,West Bengal,172434.43,Employed,Primary,TRUE,Employment
U263,User263,51,Female,Uttar Pradesh,111866.56,Unemployed,Primary,TRUE,Employment
U264,User264,46,LGBTQ+,Tamil Nadu,318704.94,Unemployed,Postgraduate,TRUE,Health
U265,User265,28,Female,Rajasthan,496396.92,Unemployed,Graduate,FALSE,Health
U266,User266,23,Male,Rajasthan,285025.29,Employed,Postgraduate,FALSE,Employment
U267,User267,41,Male,West Bengal,384802.27,Employed,Secondary,TRUE,Study
U268,User268,39,Female,Uttar Pradesh,60265.02,Employed,Secondary,FALSE,Health
U269,User269,60,Male,Uttar Pradesh,412339.38,Unemployed,Primary,FALSE,Study
U270,User270,38,Male,Tamil Nadu,180487.87,Unemployed,Primary,TRUE,Study
U271,User271,23,LGBTQ+,Maharashtra,139420.28,Unemployed,Graduate,TRUE,Health
U272,User272,55,LGBTQ+,Rajasthan,437406.3,Unemployed,Primary,TRUE,Study
U273,User273,46,Female,Tamil Nadu,479144.9,Employed,Graduate,FALSE,Employment
U274,User274,51,LGBTQ+,Rajasthan,188299.08,Unemployed,Primary,TRUE,Study
U275,User275,54,LGBTQ+,Tamil Nadu,307015.45,Employed,Graduate,FALSE,Study
U276,User276,60,Male,Maharashtra,219101.41,Unemployed,Primary,TRUE,Health
U277,User277,48,Male,Maharashtra,23629.58,Employed,Primary,TRUE,Health
U278,User278,23,LGBTQ+,Maharashtra,238421.5,Unemployed,Graduate,TRUE,Employment
U279,User279,22,Male,Uttar Pradesh,32077.27,Employed,Secondary,TRUE,Study
U280,User280,22,LGBTQ+,Maharashtra,428885.91,Employed,Postgraduate,FALSE,Health
U281,User281,47,LGBTQ+,Maharashtra,192842.11,Unemployed,Primary,FALSE,Employment
U282,User282,49,Female,Uttar Pradesh,269155.92,Employed,Graduate,FALSE,Employment
U283,User283,18,LGBTQ+,West Bengal,122713.64,Unemployed,Primary,FALSE,Employment
U284,User284,28,Male,Maharashtra,351448.81,Employed,Graduate,TRUE,Study
U285,User285,46,LGBTQ+,Uttar Pradesh,240150.68,Unemployed,Primary,FALSE,Health
U286,User286,32,Male,Uttar Pradesh,481782.72,Employed,Primary,FALSE,Employment
U287,User287,37,LGBTQ+,West Bengal,255007.78,Unemployed,Primary,TRUE,Health
U288,User288,21,Female,Rajasthan,352808.41,Employed,Secondary,FALSE,Study
U289,User289,45,Female,Maharashtra,464633.51,Employed,Primary,FALSE,Study
U290,User290,37,Female,Tamil Nadu,452110.61,Unemployed,Postgraduate,TRUE,Employment
U291,User291,41,LGBTQ+,Tamil Nadu,186262.34,Employed,Secondary,FALSE,Study
U292,User292,51,Female,Tamil Nadu,388575.64,Employed,Postgraduate,FALSE,Employment
U293,User293,39,Female,Tamil Nadu,270471.85,Unemployed,Secondary,TRUE,Health
U294,User294,50,Female,Rajasthan,304083.62,Unemployed,Postgraduate,FALSE,Health
U295,User295,43,Female,Maharashtra,227287.04,Unemployed,Graduate,TRUE,Health
U296,User296,48,Female,Rajasthan,63373.71,Unemployed,Secondary,TRUE,Health
U297,User297,55,Male,Maharashtra,208594.08,Employed,Primary,TRUE,Health
U298,User298,26,Male,Rajasthan,219050.23,Employed,Primary,TRUE,Study
U299,User299,23,Female,West Bengal,69639.65,Employed,Secondary,FALSE,Employment
U300,User300,56,Female,Maharashtra,434784.18,Unemployed,Graduate,TRUE,Study
U301,User301,41,Male,West Bengal,91022.34,Unemployed,Postgraduate,FALSE,Study
U302,User302,36,LGBTQ+,Uttar Pradesh,491653.78,Employed,Postgraduate,FALSE,Employment
U303,User303,20,Male,Uttar Pradesh,158775.74,Unemployed,Secondary,TRUE,Study
U304,User304,23,Male,Tamil Nadu,496102.69,Employed,Primary,TRUE,Health
U305,User305,20,Female,Maharashtra,132118.32,Employed,Secondary,TRUE,Study
U306,User306,46,LGBTQ+,Tamil Nadu,270684.74,Employed,Postgraduate,FALSE,Health
U307,User307,38,Male,West Bengal,168358.92,Employed,Graduate,FALSE,Study
U308,User308,60,Male,Tamil Nadu,264510.01,Unemployed,Primary,TRUE,Health
U309,User309,51,Male,West Bengal,37689.93,Unemployed,Primary,TRUE,Health
U310,User310,51,Female,West Bengal,250805.79,Unemployed,Primary,FALSE,Health
U311,User311,42,Female,Rajasthan,173996.3,Unemployed,Postgraduate,FALSE,Health
U312,User312,53,Male,Tamil Nadu,51234.74,Unemployed,Graduate,TRUE,Employment
U313,User313,51,Female,West Bengal,478525.33,Employed,Secondary,TRUE,Study
U314,User314,37,Female,Tamil Nadu,78663.17,Unemployed,Primary,TRUE,Health
U315,User315,24,Female,Maharashtra,342887.9,Unemployed,Secondary,FALSE,Employment
U316,User316,54,LGBTQ+,Rajasthan,404470.79,Unemployed,Graduate,FALSE,Employment
